,# Voiced Frames,,,
mic_F01_si453_f0.txt,168,81.79873657,188.4906769,284.6322632
mic_F02_si643_f0.txt,163,155.5978851,191.7565155,298.6228027
mic_F03_si831_f0.txt,281,168.9460449,198.5482178,232.4494324
mic_F04_si1020_f0.txt,97,76.57693481,172.5967102,206.4716339
mic_F05_si1209_f0.txt,190,98.32621765,189.449173,229.0239563
mic_F06_si1398_f0.txt,153,167.5388336,212.1039581,328.291687
mic_F07_si1587_f0.txt,225,65.82977295,197.690918,231.7188416
mic_F08_si1776_f0.txt,142,104.9575119,236.2120743,326.4529114
mic_F09_si1965_f0.txt,177,172.6139069,208.1985474,310.3518066
mic_F10_si2154_f0.txt,80,157.5199127,168.6533279,209.1459656
mic_M01_si453_f0.txt,142,94.69309235,118.7089043,181.7280579
mic_M02_si642_f0.txt,148,54.37182236,100.2316284,153.5278625
mic_M03_si831_f0.txt,268,54.62175751,85.87719345,120.0841675
mic_M04_si1020_f0.txt,170,87.77909088,110.7586288,152.1414948
mic_M05_si1209_f0.txt,160,84.68629456,130.4495621,245.1934052
mic_M06_si1398_f0.txt,139,104.9359283,116.5985718,155.4662628
mic_M07_si1587_f0.txt,227,105.5314026,138.6465149,190.2406006
mic_M08_si1776_f0.txt,118,85.02480316,108.6915016,127.4902039
mic_M09_si1965_f0.txt,148,58.82703018,109.1057739,185.3764191
mic_M10_si2154_f0.txt,106,84.34911346,105.8683434,150.706131
,,,,
,,,,
,,,,
,Super low pitch = 50,,,
,super high pitch = 400,,,
,not so much super high pitch,,,
